Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,PriceRange
2400000.0,2010.0,34105.0,1796.0,4082.0,1777.0,1297.0,2.0,70.0,Petrol,Automatic,First,Individual,RWD,4
525000.0,2015.0,68397.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
625000.0,2015.0,65000.0,2498.0,3920.0,1726.0,1930.0,6.0,60.0,Diesel,Manual,Second,Individual,AWD,2
605000.0,2019.0,27469.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
412000.0,2016.0,41058.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
625000.0,2016.0,51330.0,1248.0,4490.0,1730.0,1485.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
511000.0,2015.0,45969.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
1150000.0,2017.0,66602.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,1
885000.0,2016.0,57983.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Manual,First,Individual,FWD,1
470000.0,2019.0,11183.0,999.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Automatic,First,Individual,FWD,1
1611000.0,2019.0,46301.0,1956.0,4655.0,1835.0,1760.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,3
475000.0,2017.0,34867.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Automatic,Second,Individual,FWD,1
865000.0,2015.0,43634.0,2494.0,4585.0,1765.0,1760.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,3
3800000.0,2018.0,9512.0,1995.0,4657.0,1881.0,1678.0,5.0,67.0,Diesel,Automatic,First,Corporate,AWD,4
2475000.0,2020.0,11293.0,1956.0,4395.0,1818.0,1640.0,5.0,60.0,Diesel,Automatic,First,Individual,AWD,3
400000.0,2014.0,78000.0,2179.0,4430.0,1817.0,1975.0,8.0,60.0,Diesel,Manual,Second,Individual,RWD,2
440000.0,2016.0,50374.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
2800000.0,2017.0,15900.0,1998.0,4633.0,1811.0,1429.0,5.0,57.0,Petrol,Automatic,First,Individual,RWD,4
645000.0,2017.0,64000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
365000.0,2013.0,78000.0,1199.0,3970.0,1682.0,1453.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
1044999.0,2021.0,24000.0,1462.0,3995.0,1790.0,1640.0,5.0,48.0,Petrol,Manual,First,Individual,FWD,1
515000.0,2019.0,40310.0,1196.0,3675.0,1475.0,1800.0,7.0,40.0,Petrol,Manual,Second,Individual,RWD,1
455000.0,2015.0,69700.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
1800000.0,2012.0,74073.0,1995.0,4648.0,1881.0,1661.0,5.0,67.0,Diesel,Automatic,First,Individual,AWD,4
3499000.0,2019.0,73000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
1250000.0,2012.0,50000.0,1698.0,4340.0,1795.8,1606.6,5.0,59.0,Diesel,Automatic,First,Individual,FWD,3
775000.0,2021.0,24000.0,1197.0,3845.0,1735.0,1530.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
825000.0,2021.0,43000.0,1493.0,3995.0,1775.0,1505.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,1
2250000.0,2016.0,40500.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
865000.0,2017.0,49013.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,1
299000.0,2013.0,64983.0,1399.0,3795.0,1680.0,1427.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
570000.0,2017.0,92270.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
385000.0,2013.0,65000.0,1198.0,3970.0,1682.0,1453.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
2345000.0,2017.0,47000.0,2494.0,4825.0,1825.0,1480.0,5.0,70.0,Petrol,Automatic,First,Individual,FWD,3
1650000.0,2022.0,10000.0,1997.0,3985.0,1820.0,1844.0,4.0,57.0,Petrol,Automatic,First,Individual,AWD,2
1100000.0,2011.0,51500.0,2143.0,4596.0,1770.0,1447.0,5.0,66.0,Diesel,Automatic,Second,Individual,RWD,4
2900000.0,2018.0,35000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,First,Individual,AWD,3
545000.0,2017.0,61518.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
2990000.0,2018.0,34000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Corporate,RWD,4
615000.0,2017.0,36058.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
1650000.0,2013.0,58000.0,2143.0,4596.0,1770.0,1447.0,5.0,66.0,Diesel,Automatic,First,Individual,RWD,4
1599000.0,2015.0,92355.0,2494.0,4825.0,1825.0,1480.0,5.0,65.0,Petrol,Automatic,First,Individual,FWD,3
691000.0,2019.0,16652.0,1197.0,3995.0,1735.0,1515.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
415000.0,2015.0,42500.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
669000.0,2016.0,70000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,1
2950000.0,2015.0,84700.0,2993.0,4886.0,1938.0,1762.0,5.0,64.2,Diesel,Automatic,Second,Individual,AWD,4
3900000.0,2018.0,83400.0,2280.2,4937.8,1854.4,1528.2,5.4,73.8,Diesel,Automatic,Second,Individual,FWD,4
525000.0,2015.0,68766.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
750000.0,2018.0,16339.0,1591.0,4375.0,1700.0,1475.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
445000.0,2016.0,63882.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
493000.0,2012.0,28732.0,1798.0,4540.0,1760.0,1480.0,5.0,55.0,Petrol,Manual,First,Individual,FWD,3
611000.0,2017.0,51349.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
475000.0,2014.0,61866.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Automatic,First,Individual,FWD,1
925000.0,2017.0,29401.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Manual,First,Individual,FWD,1
3900000.0,2021.0,8000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Individual,RWD,4
1299000.0,2020.0,31348.0,1497.0,3995.0,1821.0,1627.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,2
580000.0,2018.0,28851.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Manual,First,Corporate,FWD,1
229000.0,2013.0,38175.0,1043.2,3628.8,1559.0,1591.0,5.0,33.6,Petrol,Manual,First,Individual,FWD,1
1575000.0,2021.0,8519.0,1997.0,3985.0,1820.0,1844.0,4.0,57.0,Petrol,Manual,First,Individual,AWD,2
375000.0,2011.0,78000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
2250000.0,2015.0,48000.0,2143.0,4879.0,1854.0,1474.0,5.0,80.0,Diesel,Automatic,First,Individual,RWD,4
425000.0,2017.0,39000.0,1248.0,3995.0,1706.0,1570.0,5.0,44.0,Diesel,Manual,First,Commercial Registration,FWD,1
425000.0,2014.0,24000.0,1598.0,4386.0,1699.0,1466.0,5.0,55.0,Petrol,Automatic,Second,Individual,FWD,2
250000.0,2015.0,62000.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
425000.0,2012.0,78000.0,1248.0,4265.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,Second,Individual,FWD,1
120000.0,2009.0,48500.0,1086.0,3565.0,1525.0,1590.0,5.0,35.0,Otro,Manual,Fourth,Individual,FWD,1
235000.0,2014.0,82000.0,1399.0,3795.0,1680.0,1427.0,5.0,45.0,Diesel,Manual,Second,Individual,FWD,1
3050000.0,2020.0,40910.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,3
2145000.0,2020.0,10290.0,1956.0,4598.0,1894.0,1706.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,1
1245000.0,2021.0,10530.0,998.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
549000.0,2015.0,61900.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
484999.0,2013.0,78000.0,1199.0,3970.0,1682.0,1453.0,5.0,45.0,Diesel,Manual,Second,Individual,FWD,1
415000.0,2014.0,57402.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
200000.0,2013.0,57000.0,1086.0,3565.0,1525.0,1590.0,5.0,35.0,CNG,Manual,First,Individual,FWD,1
375000.0,2015.0,87500.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
1875000.0,2022.0,18000.0,1353.0,4300.0,1790.0,1635.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
2950000.0,2020.0,10700.0,1984.0,4318.0,1805.0,1548.0,5.0,55.0,Petrol,Automatic,First,Individual,AWD,3
1050000.0,2020.0,16282.0,998.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
470000.0,2013.0,66000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Third,Individual,FWD,1
345000.0,2017.0,72019.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,1
550000.0,2007.0,92170.0,2609.0,4495.0,1817.0,1975.0,7.0,60.0,Diesel,Manual,Second,Individual,RWD,2
484999.0,2018.0,55221.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
3350000.0,2018.0,25000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
210000.0,2011.0,58888.0,1003.2,3638.8,1537.0,1581.0,5.0,36.0,Petrol,Manual,Second,Individual,FWD,1
890000.0,2020.0,23500.0,1498.0,4360.0,1822.0,1695.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
325000.0,2012.0,68000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,1
1390000.0,2019.0,29096.0,1591.0,4270.0,1780.0,1665.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
459999.0,2016.0,61223.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
484999.0,2013.0,87000.0,1582.0,4440.0,1729.0,1475.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
385000.0,2013.0,79287.0,1197.0,3995.0,1710.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
3900000.0,2018.0,48945.0,1968.0,4933.0,1874.0,1455.0,5.0,75.0,Diesel,Automatic,First,Corporate,FWD,3
1050000.0,2019.0,17000.0,1497.0,4585.0,1866.0,1774.0,8.0,45.0,Diesel,Manual,First,Individual,FWD,2
1575000.0,2019.0,55000.0,1493.0,4315.0,1800.0,1645.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,3
655000.0,2016.0,38779.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,1
865000.0,2016.0,67000.0,1248.0,4296.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,1
699000.0,2017.0,67000.0,1591.0,4370.0,1700.0,1475.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
425000.0,2012.0,70000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,1
2900000.0,2017.0,46000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
490000.0,2015.0,23103.0,1197.0,3995.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
1475000.0,2019.0,9576.0,1591.0,4270.0,1780.0,1665.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,1
1729000.0,2020.0,27000.0,1451.0,4655.0,1835.0,1760.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,3
1764999.0,2021.0,1942.0,1498.0,4323.0,1809.0,1650.0,5.0,48.0,Petrol,Automatic,First,Individual,FWD,3
250000.0,2006.0,119300.0,2354.0,4630.0,1780.0,1710.0,5.0,58.0,Petrol,Automatic,Third,Individual,AWD,1
245000.0,2016.0,55000.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
490000.0,2015.0,98000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
550000.0,2017.0,61400.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
675000.0,2016.0,87693.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
2225000.0,2015.0,31000.0,1991.0,4686.0,1810.0,1442.0,5.0,66.0,Petrol,Automatic,First,Individual,RWD,4
560000.0,2016.0,75210.0,1396.0,3985.0,1734.0,1505.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,1
225000.0,2012.0,69000.0,1598.0,4000.0,1642.0,1522.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,2
499000.0,2014.0,88000.0,1498.0,4386.0,1699.0,1466.0,5.0,55.0,Diesel,Automatic,Second,Individual,FWD,2
1055000.0,2020.0,15000.0,998.0,3995.0,1790.0,1647.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,3
2048999.0,2020.0,45350.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Automatic,First,Individual,FWD,2
2775000.0,2018.0,68189.0,1995.0,4633.0,1811.0,1429.0,5.0,57.0,Diesel,Automatic,First,Individual,RWD,4
1650000.0,2015.0,75000.0,2143.0,4417.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,4
350000.0,2013.0,45000.0,998.0,3539.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
1450000.0,2014.0,33000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,Second,Individual,FWD,3
600000.0,2014.0,83000.0,2179.0,4430.0,1817.0,1975.0,8.0,60.0,Diesel,Manual,Second,Individual,RWD,2
1250000.0,2012.0,78000.0,1995.0,4899.0,2094.0,1464.0,5.0,61.2,Diesel,Automatic,First,Individual,RWD,4
575000.0,2015.0,67000.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,1
699000.0,2017.0,75000.0,1498.0,3999.0,1765.0,1708.0,5.0,52.0,Diesel,Manual,First,Individual,FWD,1
2450000.0,2014.0,48600.0,2967.0,5089.0,1983.0,1737.0,6.0,100.0,Diesel,Automatic,Second,Individual,AWD,3
2775000.0,2016.0,48000.0,2143.0,4686.0,1810.0,1442.0,5.0,66.0,Diesel,Automatic,First,Individual,RWD,4
1165000.0,2018.0,32000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,2
1780000.0,2020.0,65433.0,1956.0,4655.0,1835.0,1760.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,3
295000.0,2011.0,87230.0,1248.0,3760.0,1690.0,1530.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
495000.0,2017.0,38258.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Manual,Second,Individual,FWD,1
975000.0,2019.0,56881.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,1
645000.0,2013.0,76000.0,2494.0,4555.0,1770.0,1755.0,7.0,55.0,Diesel,Manual,Second,Individual,FWD,3
425000.0,2014.0,72000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,1
1350000.0,2012.0,72000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,UnRegistered Car,Individual,AWD,3
3200000.0,2014.0,60514.0,2987.0,4781.0,1911.0,1774.0,5.0,95.0,Diesel,Automatic,First,Individual,AWD,4
1250000.0,2013.0,71141.0,1984.0,4370.0,1783.0,1458.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,3
560000.0,2013.0,37000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,1
1221000.0,2019.0,46000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,2
2975000.0,2015.0,86999.0,2993.0,4886.0,1938.0,1762.0,5.0,61.6,Diesel,Automatic,First,Individual,AWD,4
295000.0,2009.0,70200.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Automatic,Second,Individual,FWD,1
1300000.0,2012.0,64800.0,1796.0,4596.0,1770.0,1447.0,5.0,66.0,Petrol,Automatic,First,Individual,RWD,4
950000.0,2016.0,73000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,1
1350000.0,2012.0,72000.0,2987.0,4868.0,1854.0,1471.0,5.0,80.0,Diesel,Automatic,Second,Individual,RWD,4
2682000.0,2015.0,76345.0,2997.0,4804.0,2141.0,1796.0,5.0,70.0,Diesel,Automatic,First,Individual,AWD,4
286000.0,2017.0,40564.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
340000.0,2013.0,98500.0,1336.0,3995.0,1710.0,1505.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,1
1125000.0,2020.0,46807.0,999.0,4413.0,1699.0,1466.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,2
580000.0,2018.0,81000.0,1198.0,3994.0,1811.0,1607.0,5.0,44.0,Petrol,Automatic,First,Individual,FWD,1
495000.0,2015.0,13716.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,1
550000.0,2014.0,89000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,1
1485000.0,2021.0,13000.0,1493.0,3995.0,1790.0,1647.0,5.0,45.0,Diesel,Automatic,First,Individual,FWD,3
885000.0,2018.0,38000.0,1598.0,4413.0,1699.0,1466.0,5.0,55.0,Petrol,Manual,First,Individual,FWD,2
3650000.0,2012.0,25500.0,4163.0,4649.0,1860.0,1366.0,5.0,64.0,Petrol,Automatic,Second,Corporate,AWD,3
715000.0,2020.0,17000.0,1197.0,3805.0,1680.0,1520.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,1
2485000.0,2012.0,44724.0,3496.0,5157.0,2183.0,1659.0,7.0,80.0,Petrol,Automatic,First,Individual,AWD,4
2250000.0,2020.0,24549.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,Second,Individual,RWD,3
3600000.0,2018.0,7800.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,3
295000.0,2010.0,78000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,First,Corporate,FWD,1
375000.0,2019.0,55000.0,799.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,1
2395000.0,2021.0,13594.0,1956.0,4661.0,1894.0,1786.0,6.0,50.0,Diesel,Automatic,First,Individual,FWD,1
1775000.0,2014.0,75000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,First,Individual,FWD,3
275000.0,2011.0,65000.0,1248.0,3715.0,1680.0,1620.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,1
325000.0,2014.0,43037.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
425000.0,2013.0,26000.0,1248.0,3850.0,1695.0,1530.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,1
1475000.0,2020.0,78000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,2
1580000.0,2018.0,115000.0,2755.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Automatic,First,Individual,RWD,3
869000.0,2021.0,8700.0,1199.0,3995.0,1695.0,1501.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,1
1900000.0,2020.0,41736.0,1956.0,4395.0,1818.0,1640.0,5.0,60.0,Diesel,Automatic,First,Individual,AWD,3
3550000.0,2020.0,55000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Corporate,RWD,3
2425000.0,2022.0,11000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Automatic,First,Individual,RWD,3
750000.0,2011.0,117000.0,2982.0,4695.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Second,Individual,AWD,3
2200000.0,2014.0,95000.0,2967.0,5089.0,1983.0,1737.0,7.0,100.0,Diesel,Automatic,First,Individual,AWD,3
520000.0,2019.0,76000.0,998.0,3655.0,1620.0,1675.0,5.0,60.0,CNG,Manual,First,Individual,FWD,1
390000.0,2018.0,18000.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,1
540000.0,2015.0,38000.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,1
